Type;Action;View;Record_name;Value;Alias Target/MX preferance;New_Record;New Value
TXT;Delete;common;_dmarc.pearsonsasess.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsonschoolinternational.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsonsecurity.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsonssess.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsonsssess.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsonteachingawards.in;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsontq.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsontqconstruction.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsonturkey.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pearsonturkiye.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.peasonassess.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pecosconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pennsylvaniaconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pennsylvaniaconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pennsylvaniacyberacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pennsylvaniamobileclassroom.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pentheweb.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pioneereducation.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pnwconnectionsacedemy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pnwconnectionsacedemy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.pnwconnectionsacedemy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.poa.zone;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.poadev.zone;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.poatest.zone;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.ppe-pearsoneasybridge.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.propero.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.ptechina.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.qiactive.biz;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.qiactive.info;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.qiactive.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.qiactive.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.reachcybercharter.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.readypoint.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.realed.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.realeducation.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.rhodeislandconnectionsacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.rhodeislandconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.royaltydirect.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.scconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.skilled2succeed.org;"v=DMARC1; p=quarantine";;;
TXT;Delete;common;_dmarc.southcarolinaconnectionsacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.southcarolinaconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.southdakotaconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.static-ecollege.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.studycontent.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.swfconline.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.swhealthedonline.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.tamuc.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.teacherassistant.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.texasconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.thebusinessgym.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.thevfxcareersguide.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.thewolfacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.thewolfacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.thurgoodmarshallcollegefundcollegiateacademy.net;"v=DMARC1; p=quarantine";;;
TXT;Delete;common;_dmarc.thurgoodmarshallcollegefundcollegiateacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.tiffinonline.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.tmcfca.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.tmcfca.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.tnconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.tristateonline.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.uclaonline.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.uklearns.co.uk;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.undergraduateexam.in;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.utahconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.utahconnectionsacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.utahconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.vermontconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.virginiaconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.virginiaconnectionsacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.virginiaconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.virtuallearningconnections.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.virtualmobileclassroom.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.virtualschoolreport.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.virtualschoolreport.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.waconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wais-iv.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washingtoncyberacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washingtoncyberacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washingtononlineacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washingtononlineacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washingtonvirtualschool.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washingtonvirtualschool.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washingtonvirtualschool.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washoeinnovationacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washoeinnovationacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washoeinnovationacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washoeonlinelearningforthefuture.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.washoeonlinelearningforthefuture.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.westvirginiaconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.widerange.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.willametteconnectionsacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.willametteconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.willamettevalleyconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.willamettevalleyconnectionsacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.willamettevalleyconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wisconsinconnectionsacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wisconsinconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wolflearning.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wolfonlineacademy.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wolfonlineacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wolfonlineacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wvsonline.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wwpearsonassess.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.www-pearsonassess.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wyomingconnectionsacademy.net;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.wyomingconnectionsacademy.org;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.xalgebra.com;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.x-kit.mobi;"v=DMARC1; p=reject";;;
TXT;Delete;common;_dmarc.connectionseducation.com;"v=DMARC1;p=quarantine;rua=mailto:bb264152e6@rua.easydmarc.us;ruf=mailto:bb264152e6@ruf.easydmarc.us;fo=1";;;
TXT;Delete;common;_dmarc.initial-elpac.com;"v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@initial-elpac.com;ruf=mailto:dmarc_ruf@initial-elpac.com.com";;;
TXT;Delete;common;_dmarc.northeasternonlinemba.com;"v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@northeasternonlinemba.com;ruf=mailto:dmarc_ruf@northeasternonlinemba.com";;;
TXT;Delete;common;_dmarc.myneuonline.com;"v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com";;;
TXT;Delete;common;_dmarc.wemakestories.com;"v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:6d18f5e1@inbox.ondmarc.com; ruf=mailto:6d18f5e1@inbox.ondmarc.com;";;;
TXT;Delete;common;_dmarc.thenwecametotheend.co.uk;"v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:6d18f5e1@inbox.ondmarc.com; ruf=mailto:6d18f5e1@inbox.ondmarc.com;";;;
TXT;Delete;common;_dmarc.spinebreakers.co.uk;"v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:6d18f5e1@inbox.ondmarc.com; ruf=mailto:6d18f5e1@inbox.ondmarc.com";;;
TXT;Delete;common;_dmarc.puffinbookclub.co.uk;"v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:6d18f5e1@inbox.ondmarc.com; ruf=mailto:6d18f5e1@inbox.ondmarc.com";;;
TXT;Delete;common;_dmarc.peterrabbit.com;"v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:6d18f5e1@inbox.ondmarc.com; ruf=mailto:6d18f5e1@inbox.ondmarc.com;";;;
